,Rank,Artist,Lyrics,Title,album_name,release_date,total_tracks,duration,track_number,album_single,chart
578,N/A,George Jones,"When my heart hurts no more and the flames just an ember
Love that I begged you for I won't even remember
I'll be no weeping willow when I've learned the score
No more tears on my pillow when my heart hurts no more.

When my heart hurts no more, that's what I'm longin' for
To be free from the spell, that's all been so well
I will have to keep wonderin' what I'm livin' for
I won't be at your mercy when my heart hurts no more.

--- Instrumental ---

When my heart hurts no more, that's what I'm liviin' for
When at last I'll be free from your memory
I won't have to keep wonderin' what I'm living for
I'll be no weeping willow when my heart hurts no more...",When My Heart Hurts No More,George Jones,1965,12,1:55,Track 'B4',Single,False
579,N/A,George Jones,"I say, Christian pilgrim, so redeemed from sin
Hauled out of darkness, a new life to begin.
Were you ever in the valley where the way is dark and dim?
Did you ever drink the cup of loneliness with him?

Did you ever have them laugh at you and say it was a fake
The stand that you so boldly for the Lord did take?
Did they ever mock at you and laugh in ways quite grim?
Did you ever drink the cup of lonliness with him?

Did you ever try to preach then old fashioned pray?
And even when you did it, that did not seem a way
And you lost all courage then lost all your vim
Did you ever drink the cup of loneliness with him?

All my friends, 'tis bitter sweet while here on earth we stopped
To follow in the footsteps that our dear Savior crossed
To suffer with the savior and when the way is dark and dim
The drink of the bitter cup of loneliness with him",Cup Of Loneliness,George Jones,1965,12,2:00,Track 'B5',Single,False
580,N/A,George Jones,"Your halo is the neon
Your heart a jukebox song
Your heaven is a honky tonk
You love to live so wrong.

I know your not a changin'
As a saint you've gained no fame
My angels kinda tarnished
But I love, just the same.

Tarnished angel 
From a backstreet bar
Tarnished angel
I want you just as you are.

Our worlds are strange and different
But love they says is blind
I'll try to live in your world
If you won't live in mine.

--- Instrumental ---

Tarnished angel 
From a backstreet bar
Tarnished angel 
I want you just as you are.

Our worlds are strangely different
But love they say is blind
I'll try to live in your world
If you won't live in mine...",Tarnished Angel,George Jones,1965,12,2:32,Track 'B6',Single,False
581,N/A,Webb Pierce,"Is it wrong for loving you is it wrong for being true
Tell me darling tell me please dear is it wrong
Have I waited for so long has your love for me gone
Is it wrong is it wrong for loving you

Way down deep inside my heart you're the only love sweetheart
Yes the only true love I ever knew
But I ask myself inside no need telling myself lies
Is it wrong is it wrong for loving you
Is it wrong for loving you...
So is it wrong is it wrong for loving you",Is It Wrong (For Loving You),(Doin' The) Lover's Leap,1960,2,2:00,Track 'B',Single,False
582,N/A,Jimmie Skinner,,Married To A Friend,Riverboat Gambler,1959,2,,Track 'B',Single,False
583,N/A,Don Gibson,"A big hearted me big hearted me big hearted me
A big hearted me had to go give 'em my love away
I give it to a girl that broke it in two like it was plain
I should have known better should I never let her but I couldn't break free
I give her all my love so gentlesly
A big hearted me big hearted me big hearted me
Bought her everything mink and a ring oh so fine
I thought she loved me so there never was a doubt that she was mine
Till one day opened my eyes plain as could be
My love was all gone she left me all alone a big hearted me
A big hearted me big hearted me
A big hearted me big hearted me big hearted me",Big Hearted Me,I'm Movin' On / Big Hearted Me,1959,2,2:10,Track 'B',Single,False
584,N/A,Loretta Lynn,"I sat down by the sea and it whispered to me
It brought back an old love affair that used to be
It told me that you had found someone new
And lead me to cry over you

Whispering sea rolling by why don't you listen to me cry?
I cry because my love has proved untrue
Oh, how I love him so, no one will ever know
No one but the drifting, whispering sea

Well, I thought I'd left behind all his love but I was blind
I should have known that there was no use to be caring
I thought a new love I would find, that you'd never cross my mind
But the whispering sea, it talked to me

Whispering sea rolling by why don't you listen to me cry
I cry because my love has proved untrue
Oh, how I love him so, no one will ever know
No one but the drifting, whispering sea",Whispering Sea,Whispering Sea / I'm A Honky Tonk Girl,1960,2,,Track 'A',Single,False
585,N/A,Sonny James,,Passin' Through,Jenny Lou,1959,2,2:30,Track 'B',Single,False
586,N/A,The Browns featuring Jim Edward Brown,,You're So Much A Part Of Me,Send Me The Pillow You Dream On,1961,2,2:10,Track 'B',Single,False
587,N/A,Frankie Miller,,Rain Rain,Rain Rain ,1960,2,2:13,Track 'A',"7""",False
588,N/A,Wilma Lee,,I Want To Be Loved (But Only By You),The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '1',Compilation,False
589,N/A,Wilma Lee,,The Tramp On The Street,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '2',Compilation,False
590,N/A,Wilma Lee,,My Heart Keeps Crying,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '3',Compilation,False
591,N/A,Wilma Lee,,Home Sweet Home,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '4',Compilation,False
592,N/A,Wilma Lee,,This Thing Called Man,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '5',Compilation,False
593,N/A,Wilma Lee,,Cheated Too,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '6',Compilation,False
594,N/A,Wilma Lee,,Walking My Lord Up Calvary Hill,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '7',Compilation,False
595,N/A,Wilma Lee,,I Tell My Heart,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '8',Compilation,False
596,N/A,Wilma Lee,,He Taught Them How,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '9',Compilation,False
597,N/A,Wilma Lee,,Come Walk With Me,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '10',Compilation,False
598,N/A,Wilma Lee,,Big Midnight Special,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '11',Compilation,False
599,N/A,Wilma Lee,,The Wreck On The Highway,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '12',Compilation,False
600,N/A,Wilma Lee,,There's A Big Wheel,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '13',Compilation,False
601,N/A,Wilma Lee,,Six More Miles,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '14',Compilation,False
602,N/A,Wilma Lee,,"Johnny, My Love (Grandma's Diary)",The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '15',Compilation,False
603,N/A,Wilma Lee,,Philadelphia Lawyer,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '17',Compilation,False
604,N/A,Wilma Lee,,Singing Waterfall,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '18',Compilation,False
605,N/A,Wilma Lee,,There's A Higher Power,The Very Best Of Wilma Lee And Stoney Cooper And The Clinch Mountain Clan,2002,19,,Track '19',Compilation,False
606,N/A,Bobby Helms,"Last night I went to see my baby
What I saw I couldn't hardly bear
She was in the arms of another
Someone was already there
(Someone was already there)

I had my rings in my pocket
I thought her love I could share
All I can hold is this little band of gold
Someone was already there
(Someone was already there)

I saw her hand on his shoulder
I know now that she didn't care
I couldn't realize these tears fill my eyes
Someone was already there
(Someone was already there someone was already there)

I saw her hand on his shoulder",Someone Was Already There,Bobby Helms,1965,12,2:26,Track 'A1',Album,False
607,N/A,Bobby Helms,"(You're the only one)

I saw you standing there the sunlight in your hair
I love you then and there you're the one
I saw you look my way that bright and sunny day
The heavens heard me say you're the one

You're the one the only one
You're brighter fun than the summer sun
Such a pity such a shame I didn't even know your name
But then you smiled at me your smile was one to see
My heart and I agreed you're the one

But then you smiled at me your smile was one to see
My heart and I agreed you're the one
(You're the only one)",You're The One,Bobby Helms,1965,12,,Track 'A2',Album,False
608,N/A,Bobby Helms,"One deep love it oughta be one deep love it's gotta be
You for me and me for you and one deep love

What happened to the long walks what happened to the sweet talks
What happened to the bells that ring and the birds that sing
For you and me
What happened to holding hands or making a million plans
What happened to me what happened to you
What happened to one deep love

One deep love it oughta be one deep love it's gotta be
Every little thing the future brings for you and me
One deep love it oughta be one deep love it's gotta be
You for me and me for you and one deep love

What happened to the hold me tight what happened to the candle light
What happened to the extra trips back to my lips
Where you had to go
What happened to Sundays that used to be fun days
What happened to me what happened to you
What happened to one deep love

One deep love it oughta be...
You for me and me for you and one deep love",One Deep Love,Bobby Helms,1965,12,2:00,Track 'A3',Album,False
